REFID,OLDREFID,LASTUPDATE,OPERATOR,SITENAME,TECHTYPE,STORTYPE,STCOLREFID,INSTCAP,CHPENAB,ROBAND,FITTARIFF,CFDCAP,TURBCAP,TURBNUM,TURBHT,MOUNTTYPE,DEVSTAT,DEVSTATSHT,ADDRESS,COUNTY,REGION,COUNTRY,POSTCODE,EASTING,NORTHING,PLANAUTH,PLANAPPREF,APPEALREF,SOSREF,SOSINTTYPE,JUDREV,OFFWINDRND,PLANAPPSUB,PLANAPPWD,PLANPREFU,APPEALLODG,APPEALWD,APPEALREFU,APPEALGR,PLANPGR,SOSINT,SOSREFU,SOSGR,PLANPEXP,UNDERCONST,OPDATE,LAT,LNG,OPFLAG,GEOSRC
4259,IF1406,4/8/2014,Airvolution Energy,Land South Of Demming Farm,Wind Onshore,,,8.0,,,,,2.00,4,,,Planning Permission Refused,Application Refused,Demming Fraisthorpe East Riding Of Yorkshire,Humberside,Yorkshire and Humber,England,,513962,461263,East Riding of Yorkshire Council,13/00316/STPLFE,,,,,,7/3/2013,,27/1/2014,,,,,,,,,,,,54.034789,-0.261460,N,REPD
4260,N00165W,27/2/2015,Scottish and Southern Energy (SSE),Keadby Wind Farm,Wind Onshore,,,68.0,,,,,2.00,34,,,Operational,Operational,"Near Teadby
Near Scunthorpe
Lincolnshire",Humberside,Yorkshire and Humber,England,,481890,413515,DECC (S36),2003/1630,,,,,,24/10/2003,,,,,,,28/2/2008,,,,,1/3/2013,26/2/2015,53.611817,-0.763690,Y,REPD
4261,N00229W,21/7/2014,Statkraft,Berry Burn,Wind Onshore,,,66.7,,,,,2.30,29,,,Operational,Operational,"Adjacent to Paul's Hill Site
Altyre Estate
BallindalF",Grampian,Scotland,Scotland,,311550,840550,Scottish Government (S36),,,,,,,19/9/2004,,,,,,,10/8/2009,,,,,5/12/2012,30/5/2014,57.446596,-3.475391,Y,REPD
4262,N00302W,2/10/2018,InfraRed Capital Partners/ E.on,Afton Wind Farm,Wind Onshore,,,50.0,,,,,2.75,25,120,,Operational,Operational,To the south west of New Cumnock adjacent to Afton reservoir,Strathclyde,Scotland,Scotland,,262100,604100,Scottish Government (S36),,,,,,,3/11/2004,,,,,,,16/10/2014,,,,,16/8/2016,15/2/2018,55.311604,-4.174272,Y,REPD
4263,N00306W,31/10/2017,BlackRock (formerly Muirhall Energy),Tormywheel,Wind Onshore,,,30.8,,,,,2.60,15,,,Operational,Operational,Fauldhouse,Lothian,Scotland,Scotland,,295290,658102,West Lothian Council,0551/FUL/11,,,,,,4/2/2005,,,,,,,7/6/2007,,,,,7/12/2015,17/3/2017,55.804806,-3.672102,Y,REPD
4264,N00358W,30/6/2017,ESB (Northern Wind Power),Eglish Mountain,Wind Onshore,,,13.8,,,,,2.30,6,,,Operational,Operational,"Eglish Mountain in the townlands of Ballyartan and Glenlough (Co. Derry) and Ballyneaner (Co. Tyrone), accessing onto Ballyartan Road, Killaloo, Londonderry BT47 3TA",Co. Tyrone,Northern Ireland,Northern Ireland,,65774,566796,Northern Ireland Planning Service,A/2005/0223/F,,,,,,1/2/2005,,,,,,,29/7/2013,,,,29/7/2018,25/10/2015,13/1/2017,54.883772,-7.212741,Y,REPD
4265,N00384W,26/5/2020,EDF,Braemore,Wind Onshore,,,54.0,,,,,3.00,18,,,Appeal Granted,Awaiting Construction,Braemore near Lairg,Highland,Scotland,Scotland,,255325,900934,Scottish Government (S36),EC00002100,WIN-270-3,,,,,17/12/2010,,,29/5/2015,,,27/10/2017,27/10/2017,,,,27/10/2022,,,57.974050,-4.447754,N,REPD
4266,N00400W,30/11/2016,Aviva,Den Brook,Wind Onshore,,,18.0,,,,,2.00,9,,,Operational,Operational,"Den Brook,
West Devon",Devon,South West,England,,268500,99500,West Devon Borough Council,8250/2005/OKE,APP/Q1153/A/06/2017162/NWF,,,,,10/11/2005,,2/3/2006,,,,,21/3/2007,,,,,27/8/2015,17/11/2016,50.780116,-3.866627,Y,REPD
4267,N00418W,18/11/2016,Infinergy,Tom Nan Clach Wind Farm,Wind Onshore,,,39.1,,,,,3.00,13,125,,Abandoned,Abandoned,"Approximately 8km North East Of Tomatin, Drynachan
Nairnshire",Highland,Scotland,Scotland,,286470,834480,Highland Council,09/00439/FULIN,10/00053/RBCREF,,,,,1/6/2009,,23/8/2010,,,,14/6/2013,14/6/2013,,,,,15/6/2016,,57.386520,-3.890230,N,REPD
4268,N00456W,14/9/2016,EDF Energy Renewables,Royal Oak,Wind Onshore,,,6.5,,,,,1.30,5,,,Abandoned,Abandoned,"Royal Oak Farm, Heighington, Darlington",County Durham,North East,England,,420950,524500,Darlington Borough Council,05/00183/FULE,,,,,,22/2/2005,,,,,,,10/1/2014,,,,10/10/2019,,,54.615234,-1.677126,N,REPD
4269,N00552W,12/12/2016,Scottish Power Renewables,Dersalloch,Wind Onshore,,,69.0,,,,,3.00,23,,,Operational,Operational,Dersalloch Hill,Strathclyde,Scotland,Scotland,,242150,603950,Scottish Government (S36),,,,,,,29/7/2005,,,,,,,23/7/2014,,,,,24/9/2015,15/8/2016,55.304262,-4.488201,Y,REPD
4270,B0603,1/11/2016,Partnerships for Renewables Development Company Limited,Blairadam Wind Farm,Wind Onshore,,,22.6,,,,,2.05,11,,,Planning Permission Refused,Application Refused,"Blairadam Forest, Dunfermline",Fife,Scotland,Scotland,,309104,694542,Fife Council,14/00008/EIA,,,,,,24/1/2014,,27/10/2016,,,,,,,,,,,,56.134899,-3.464116,N,REPD
4271,B0610,27/9/2015,REG Windpower,French Farm 2 (Extension),Wind Onshore,,,8.0,,,,,2.00,4,110,,Secretary of State - Refusal,Application Refused,"French Farm, French Drove, Thorney, Peterborough, Cambridgeshire, PE6 0PQ",Cambridgeshire,Eastern,England,,528388,309240,Peterborough City Council,13/00933/FUL,,APP/J0540/V/14/2220136,,,,28/6/2013,,,,,,,6/2/2014,4/6/2014,24/9/2015,,,,,52.665698,-0.102929,N,REPD
4272,B0688,27/1/2017,Point Power & Energy Ltd / SgurrEnergy,Point Wind / Beinn Ghrideag Farm,Wind Onshore,,,9.0,,,,,3.00,3,,,Operational,Operational,Point Wind Farm Pentland Road To Achmore Achmore Isle Of Lewis,Western Isles,Scotland,Scotland,,136899,933106,Comhairle nan Eilean Siar Council,08/00371/PPD,,,,,,13/8/2008,,,,,,,26/4/2012,,,,,21/7/2014,17/7/2015,58.207915,-6.480682,Y,REPD
4273,B0706,9/3/2015,West Coast Energy/Carwath Farm Wind Energy Ltd,Carwath Wind Farm,Wind Onshore,,,7.5,,,,,2.50,3,,,Planning Permission Refused,Application Refused,"Carwath, Rosley, Wigton, Cumbria CA7 8BW",Cumbria,North West,England,,332425,546767,Allerdale Borough Council,2/2013/0227,,,,,,8/4/2013,,13/2/2015,,,,,,,,,,,,54.811195,-3.052964,N,REPD
4274,B0720,25/6/2019,Ecotricity,Dulater Hill Wind Farm,Wind Onshore,,,57.8,,,,,3.40,17,125,,Appeal Refused,Application Refused,"North of the A923, near Butterstone",Highland,Scotland,Scotland,,308935,748225,Scottish Government (S36),,WIN-340-2,,,,,30/6/2014,,,4/3/2016,,24/5/2019,,,,,,,,,56.616996,-3.485484,N,REPD
4275,B0897,3/10/2018,Njord Energy,Rhoscrowther Wind Farm,Wind Onshore,,,11.5,,,,,2.05,5,,,Appeal Refused,Appeal Refused,near the Valero oil refinery south of Milford Haven,Dyfed,Wales,Wales,,190930,202471,Pembrokeshire County Council,13/0876/PA,APP/N6845/A/15/3025045,,,14/7/2017,,31/1/2014,,21/1/2015,9/7/2015,,30/4/2018,,,,,,,,,51.681992,-5.025713,N,REPD
4276,B0898,23/12/2016,Njord Energy Ltd,Griffe Grange Wind Farm,Wind Onshore,,,12.3,,,,,2.50,5,,,Appeal Refused,Application Refused,near the Valero oil refinery south of Milford Haven,Derbyshire,East Midlands,England,,423771,355087,Derbyshire Dales District Council,14/00224/FUL, APP/P1045/W/15/3130874,,,,,9/4/2014,,9/3/2015,30/9/2015,,6/12/2016,,,,,,,,,53.092485,-1.646493,N,REPD
4277,B0995,3/10/2018,Scottish and Southern Energy (SSE),Tangy Wind Farm - repowering/Tangy 3,Wind Onshore,,,36.8,,,,,3.40,16,125,,Planning Permission Expired,Planning Permission Expired,"Tangy, Kilkenzie, Campbeltown, Argyll And Bute",Strathclyde,Scotland,Scotland,PA28 6QD,168500,628500,Argyll and Bute Council,14/02969/PP,,,,,,11/12/2014,,,,,,,29/6/2015,,,,29/6/2018,,,55.495289,-5.666547,N,REPD
4280,B1049,1/7/2015,Wind Valley Co-operative,Slaithwaite Moor Community Wind Farm,Wind Onshore,,,6.9,,,,,2.30,3,,,Planning Application Withdrawn,Application Withdrawn,"Slaithwaite Moor, off New Hey Road, Scammonden, Huddersfield",West Yorkshire,Yorkshire and Humber,England,,404725,414272,Kirklees Council,2013/93683,,,,,,6/12/2013,29/6/2015,,,,,,,,,,,,,53.624977,-1.930033,N,REPD
4281,B1057,17/3/2016,Muirhall Energy,Muirhall South,Wind Onshore,,,8.3,,,,,3.20,3,147,,Operational,Operational,"Stellashaw Moss, South Lanarkshire",Strathclyde,Scotland,Scotland,,299342,652838,South Lanarkshire Council,CL/14/0113,PPA-380-2050,,,,,18/3/2014,,7/11/2014,22/12/2014,,,10/7/2015,10/7/2015,,,,,21/1/2016,17/3/2016,55.758390,-3.605540,Y,REPD
4282,B1058,25/6/2020,Renewable Energy Systems (RES),Ora More Extension,Wind Onshore,,,6.0,,,,,2.00,3,,,Planning Permission Granted,Awaiting Construction,"Ora More Hill, in the Townlands of Killycreen East, Ora Beg and Mullylusty, near Boho and Belcoo, Co
Fermanagh.",Co. Fermanagh,Northern Ireland,Northern Ireland,,16972,509701,Northern Ireland Planning Service,L/2013/0625/F,,,,,,21/11/2013,,,,,,,17/12/2015,,,,,,,54.338414,-7.895130,N,REPD
4283,B1059,27/9/2015,Derrynaveigh Wind Farm Ltd,Derrynaveigh Wind Farm,Wind Onshore,,,5.6,,,,,0.80,7,,,Planning Permission Refused,Application Refused,"Land approximately 400m north of Drumbulcan Road, Irvinestown, Co. Fermanagh, Northern Ireland",Co. Fermanagh,Northern Ireland,Northern Ireland,,35338,525898,Northern Ireland Planning Service,L/2013/0623/F,,,,,,20/11/2013,,24/9/2015,,,,,,,,,,,,54.496742,-7.633901,N,REPD
4284,B1060,9/12/2015,Garranbane Wind Farm Ltd,Garranbane Wind Farm,Wind Onshore,,,8.0,,,,,2.00,4,,,Appeal Withdrawn,Application Refused,"Land approximately 1.5km west of Tempo, Co Fermanagh.",Co. Fermanagh,Northern Ireland,Northern Ireland,,43422,511738,Northern Ireland Planning Service,L/2013/0622/F,2015/A0098,,,,,20/11/2013,,20/7/2015,29/7/2015,24/11/2015,,,,,,,,,,54.375801,-7.492625,N,REPD
4285,B1061,28/6/2019,Renewable Energy Systems (RES),Meenamullen Wind Farm,Wind Onshore,,,10.0,,,,,2.00,5,,,Planning Permission Refused,Application Refused,"townland of Meenamullan near Killeter, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,31383,542597,Northern Ireland Planning Service,J/2013/0287/F,,,,,,29/11/2013,,11/6/2019,,,,,,,,,,,,54.643230,-7.715594,N,REPD
4286,B1271,26/2/2016,Renewable Energy Systems (RES),Stonehaven Wind Turbine,Wind Onshore,,,1.5,,,,,1.50,1,,,Abandoned,Abandoned,Land East Of Bagworth Road Newbold Heath Newbold Verdon Leicestershire,Leicestershire,East Midlands,England,,444854,306031,Hinckley and Bosworth Borough Council,14/00381/FUL,,,,,,14/4/2014,,,,,,,23/7/2014,,,,,,,52.650183,-1.338426,N,REPD
4287,B1281,7/5/2015,Blue Energy (Auquhirie Extension) Limited,Brucklaywaird Wind Farm,Wind Onshore,,,6.9,,,,,2.30,3,,,Planning Permission Refused,Application Refused,"Brucklaywaird Farm, Stonehaven AB39 3XD",Grampian,Scotland,Scotland,,382253,783619,Aberdeenshire Council,APP/2014/0254,,,,,,11/2/2014,,30/4/2015,,,,,,,,,,,,56.943481,-2.293324,N,REPD
4288,B1305,4/11/2015,Pennant Walters,Bodelith Isaf Wind Turbines,Wind Onshore,,,5.0,,,,,2.50,2,,,Planning Permission Refused,Application Refused,"Land near Bodelith Isaf, Llandderfel, Bala, Gwynedd",Gwynedd,Wales,Wales,LL23 7LA,299535,339290,Gwynedd Council,C14/0291/04/LL,,,,,,9/4/2014,,19/10/2015,,,,,,,,,,,,52.941580,-3.496446,N,REPD
4290,B1376,3/8/2016,Private Developer,Dirnan Road Wind Turbine,Wind Onshore,,,3.0,,,,,3.00,1,,,Appeal Refused,Application Refused,"Land 860m North of 24c Dirnan Road, Cookstown",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,93528,545130,Northern Ireland Planning Service,I/2014/0226/F,2015/A0083,,,,,2/7/2014,,4/6/2015,2/7/2015,,8/7/2016,,,,,,,,,54.707498,-6.758722,N,REPD
4291,B1393,5/11/2015,British Sugar Plc,Newark Sugar Factory,Wind Onshore,,,1.5,,,,,1.50,1,100,,Planning Application Withdrawn,Application Withdrawn,"Newark Sugar Factory, Great North Road, British Sugar Corporation Ltd, Newark, Nottinghamshire, East Midlands",Nottinghamshire,East Midlands,England,NG24 1DL,479681,355620,Newark and Sherwood District Council,15/01228/FULM,,,,,,22/7/2015,14/9/2015,,,,,,,,,,,,,53.091873,-0.811621,N,REPD
4292,B1409,4/4/2016,Private Developer,Smeath Road Wind Turbines,Wind Onshore,,,1.0,,,,,0.50,2,,,Appeal Refused,Application Refused,Smeath Road Retford Nottinghamshire,Nottinghamshire,East Midlands,England,,471305,383536,Bassetlaw District Council,14/00853/RSB,APP/A3010/W/15/3133065,,,,,7/7/2014,,20/7/2015,15/9/2015,,16/3/2016,,,,,,,,,53.343945,-0.930443,N,REPD
4294,B1415,1/11/2016,Community Windpower,Sanquhar 2 Community Windfarm - withdrawn,Wind Onshore,,,19.8,,,,,5.00,6,,,Planning Application Withdrawn,Application Withdrawn,"located approximately 7km Southwest of Sanquhar, 5km to the Southwest of Kirkconnel and 4km Southwest of the small steading of Drumbuie",Highland,Scotland,Scotland,,266103,604141,Scottish Government (S36),EC00002070,,,,,,10/6/2014,18/8/2014,,,,,,,,,,,,,55.313078,-4.111270,N,REPD
4295,B1416,2/2/2017,Arnold White Estates (AWE Renewables),Double Arches Quarry Wind Turbine,Wind Onshore,,,1.5,,,,,1.50,1,,,Operational,Operational,Double Arches Quarry Eastern Way Heath And Reach Leighton Buzzard LU7 9LF,Bedfordshire,Eastern,England,LU7 9LF,493952,229038,Central Bedfordshire Council,CB/10/03034/FULL,,,,,,8/9/2010,,,,,,,2/8/2011,,,,,1/12/2014,18/12/2014,51.951918,-0.634304,Y,REPD
4296,C0578,31/3/2017,Origin Energy CIC,NORTON COMMUNITY WIND TURBINES,Wind Onshore,,,5.0,,,,,2.50,2,,,Planning Permission Refused,Application Refused,"Greengate Road, Norton, Doncaster, South Yorkshire, DN6",South Yorkshire,Yorkshire and Humber,England,,452852,414720,Doncaster Metropolitan Borough Council,12/02140/FUL,,,,,,23/8/2012,,9/3/2017,,,,,,,,,,,,53.626372,-1.202342,N,REPD
4297,C0618,25/6/2020,Renewable Energy Systems (RES),Craiggore windfarm,Wind Onshore,,,23.5,,,,,1.80,10,,,Under Construction,Under Construction,"Craiggore windfarm in the townlands of Moneyguiggy and Craiggore Forest
 Belraugh Road
 Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,93059,577288,Northern Ireland Planning Service,B/2012/0268/F,,,,,,15/10/2012,,,,,,,5/3/2015,,,,5/3/2020,19/9/2019,,54.995224,-6.800128,N,REPD
4298,C0781,4/1/2016,Energiekontor UK,Lissett Airfield Wind Farm Extension,Wind Onshore,,,12.5,,,,,2.50,5,,,Appeal Withdrawn,Application Refused,North Pasture Farm Out Gates Gembling East Riding Of Yorkshire YO25 8HS,Humberside,Yorkshire and Humber,England,,512204,457206,East Riding of Yorkshire Council,13/03625/STPLFE,APP/E2001/W/15/3134552,,,,,30/10/2013,,6/8/2015,20/10/2015,22/12/2015,,,,,,,,,,53.998728,-0.289783,N,REPD
4299,C0787,19/5/2017,Wind Harvest,Lochend Wind Farm,Wind Onshore,,,9.2,,,,,2.30,4,,,Operational,Operational,Land 978M SE Of 2 Lochend Holding Barrock,Highland,Scotland,Scotland,,326691,968145,Highland Council,13/02682/FUL,PPA-270-2108,,,,,29/7/2013,,31/3/2014,27/6/2014,,,11/12/2014,11/12/2014,,,,11/12/2017,15/5/2016,15/5/2017,58.595055,-3.262951,Y,REPD
4300,C0814,4/6/2020,ERG,Creag Riabhach Wind Farm,Wind Onshore,,,72.6,,,,,3.30,22,125,,Planning Permission Granted,Awaiting Construction,Creag Riabhach Lairg,Highland,Scotland,Scotland,,252589,928364,Scottish Government (S36),EC00002078,,,,,,3/1/2014,,,,,,,17/10/2016,,,,,,,58.219283,-4.511216,N,REPD
4301,C0827,21/11/2019,TCI Renewables,Dunmore Wind Farm - extension,Wind Onshore,,,24.0,,,,,3.00,8,,,Appeal Granted,Awaiting Construction,"Largantea and Dunmore townlands
 Bolea Road
 8km north-east of Limavady",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,88015,585846,Northern Ireland Planning Service,B/2013/0241/F,2017/A0023,,,,,27/11/2013,,28/4/2017,15/11/2017,,,15/6/2018,15/6/2018,,,,,,,55.068724,-6.888034,N,REPD
4302,C1129,9/2/2015,North Devon Wind Energy Ltd,North Devon Wind Farm,Wind Onshore,,,7.5,,,,,2.50,3,,,Planning Permission Refused,Application Refused,Land To East Of Alverdiscott Substation Webbery Bideford Devon EX39 4PU,Devon,South West,England,,250810,124962,Torridge District Council,1/0288/2013/FULM,,,,,,8/4/2013,,2/2/2015,,,,,,,,,,,,51.004642,-4.127785,N,REPD
4303,C1234,10/3/2022,Renewable Energy Ventures,Kellas Wind Farm,Wind Onshore,,,18.4,,,,,2.30,8,,,Planning Permission Expired,Planning Permission Expired,Kellas House Kellas Elgin ,Grampian,Scotland,Scotland,,316592,853931,Moray Council,13/00615/EIA,,,,,,16/4/2013,,,,,,,12/11/2014,,,,12/11/2017,,,57.567710,-3.395992,N,REPD
4304,C1347,6/11/2014,Harbourcross Wind Farm Ltd,Harbourcross wind farm (resubmission),Wind Onshore,,,10.0,,,,,2.00,5,,,Planning Permission Refused,Application Refused,Harbourcross Land To The North East Of Meddon Devon,Devon,South West,England,,228520,118885,Torridge District Council,1/0412/2013/FULM,,,,,,22/5/2013,,31/10/2014,,,,,,,,,,,,50.943832,-4.442330,N,REPD
4305,C1363,29/10/2018,Brookfield Renewable Energy Group (PNE Wind UK),Meikle Hill wind farm,Wind Onshore,,,13.8,,,,,2.30,6,,,Planning Permission Granted,Awaiting Construction,Meikle Hill Dallas Moray,Grampian,Scotland,Scotland,,315105,850668,Moray Council,14/01087/EIA,,,,,,16/6/2014,,,,,,,24/6/2015,,,,24/6/2018,,,57.538132,-3.419702,N,REPD
4306,C1716,3/8/2016,Stevenson Hill Wind Energy,Hag Law,Wind Onshore,,,20.0,,,,,2.50,8,,,Appeal Refused,Application Refused,Hag Law Wind Farm Land South East Of Halmyre Mains Farmhouse Romanno Bridge Scottish Borders,Borders,Scotland,Scotland,,319050,647944,Scottish Borders Council,14/00738/FUL,PPA-140-2053,,,,,8/7/2014,,3/2/2015,30/4/2015,,8/7/2016,,,,,,,,,55.718130,-3.290147,N,REPD
4307,C1758,7/4/2021,EDF Energy Renewables,West Benhar wind farm,Wind Onshore,,,27.2,No,,,,3.40,8,,,Under Construction,Under Construction,West Benhar Wind Farm North Of Rimmon Cottage Benhar Road Shotts ,Strathclyde,Scotland,Scotland,ML7 5TF,289560,661750,North Lanarkshire Council,13/01377/FUL,,,,,,25/7/2013,,,,,,,11/9/2015,,,,,1/3/2021,,55.836290,-3.764951,N,REPD
4308,C1759,16/12/2014,Woodlands Wind Farm Ltd,Woodlands Wind Farm,Wind Onshore,,,15.0,,,,,3.00,5,,,Planning Application Withdrawn,Application Withdrawn,Land At Woodlands Farm Dingwall,Highland,Scotland,Scotland,,256263,861915,Highland Council,13/04703/FUL,,,,,,16/12/2013,15/10/2014,,,,,,,,,,,,,57.624196,-4.408450,N,REPD
4309,C1760,4/8/2015,ARC NI 1 / Windy Fields,Windy Hill,Wind Onshore,,,52.5,,,,,2.50,21,,,Appeal Withdrawn,Application Withdrawn,"lands at Windy Hill, in the townlands of Gortmore Avish Ballyhacket and Altikeeragh approximately 2km west of Ballyhackett Lane Castlerock",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT51 4SU,91611,593580,Northern Ireland Planning Service,C/2013/0248/F,2014/A0062,,,,,1/7/2013,,,1/11/2014,31/7/2015,,,,,,,,,,55.140227,-6.840301,N,REPD
4310,C1803,4/8/2015,Wienberger Ltd,Wienerberger Brick Works,Wind Onshore,,,2.5,,,,,2.50,1,,,Appeal Refused,Application Refused,"Wienerberger Brick Works Rush Lane, Dosthill",Warwickshire,West Midlands,England,,421723,299149,North Warwickshire Borough Council,PAP/2013/0321,APP/R3705/A/14/2221091,,,,,9/7/2013,,14/1/2014,2/7/2014,,15/7/2015,,,,,,,,,52.589730,-1.680776,N,REPD
4311,C1824,5/11/2015,Lantanier UK,Damwells Farm,Wind Onshore,,,10.0,,,,,2.50,4,,,Planning Application Withdrawn,Application Withdrawn,"LAND AT DAMWELLS FARM, LIVESEY ROAD, LUDBOROUGH",Lincolnshire,East Midlands,England,,530000,397000,East Lindsey District Council,N/107/00001/14,,,,,,3/3/2014,1/10/2015,,,,,,,,,,,,,53.453749,-0.043726,N,REPD
4312,C1915,11/3/2020,E.On / Eurus (TPG Wind),Rhyd-y-Groes Wind Farm - repowering,Wind Onshore,,,9.9,,,,,0.90,11,79,,Planning Permission Granted,Awaiting Construction,"near Amlwch, Anglesey",Gwynedd,Wales,Wales,,240467,392683,Isle of Anglesey County Council,20C102L/EIA/RE,,,,,,12/4/2015,,,,,,,21/10/2016,,,,,,,53.406798,-4.401394,N,REPD
4313,C1970,2/12/2015,REG Windpower,Willow Hall Farm,Wind Onshore,,,10.0,,,,,2.00,5,,,Planning Application Withdrawn,Application Withdrawn,Willow Hall Farm Willow Hall Lane Thorney Peterborough,Cambridgeshire,Eastern,England,,525542,301774,Peterborough City Council,14/01136/FUL,,,,,,27/6/2014,11/11/2015,,,,,,,,,,,,,52.599281,-0.147825,N,REPD
4314,C2219,5/12/2014,Banks Renewables,Crofthill Wind Farm,Wind Onshore,,,17.0,,,,,3.40,5,,,Planning Permission Refused,Application Refused,"Land at Crofthill, Auchengray",Strathclyde,Scotland,Scotland,ML11 8LW,298208,652533,South Lanarkshire Council,CL/13/0401,,,,,,21/10/2013,,4/11/2014,,,,,,,,,,,,55.755413,-3.623488,N,REPD
4315,C2303,8/12/2021,Energiekontor,Sorbie Farm,Wind Onshore,,,9.0,No,,,,2.30,3,,,Under Construction,Under Construction,Sorbie Farm Ardrossan,Strathclyde,Scotland,Scotland,KA22 7NP,224637,644638,North Ayrshire Council,13/00627/PP,,,,,,30/10/2013,,,,,,,27/6/2014,,,,,,,55.663496,-4.789442,N,REPD
4316,C2344,29/5/2018,REG Windpower/ BlackRock,Hallburn Farm (resubmission),Wind Onshore,,,13.2,,,,,2.20,6,,,Operational,Operational,"Land at Hallburn Farm, Hallburn, Longtown, Carlisle, Cumbria",Cumbria,North West,England,,341558,568718,Carlisle City Council,13/0865,,,,,,8/11/2013,,,,,,,27/10/2014,,,,27/10/2017,15/1/2017,15/2/2018,55.009577,-2.915346,Y,REPD
4317,C2838,14/7/2014,Midland Solar Grid,Cuddyhouse Road,Wind Onshore,,,1.5,,,,,1.50,1,,,Planning Application Withdrawn,Application Withdrawn,Site West Of M90 And South Of Cuddyhouse Road Kingseat Fife,Fife,Scotland,Scotland,,313507,690707,Fife Council,14/00374/FULL,,,,,,17/3/2014,19/6/2014,,,,,,,,,,,,,56.101273,-3.392052,N,REPD
4318,C3157,1/4/2020,Energy Isles,Yell Wind Farm,Wind Onshore,,,200.0,,,,,3.00,29,100,,Planning Application Submitted,Application Submitted,"West Of Cullivoe South Of Gloup, Yell, Shetland",Shetland,Scotland,Scotland,ZE2 9DD,449792,1202671,Scottish Government (S36),ECU00001844,,,,,,25/4/2019,,,,,,,,,,,,,,60.704123,-1.089725,N,REPD
4319,C3206,29/10/2015,,Hill of Tillymorgan extension,Wind Onshore,,,2.3,,,,,2.30,1,,,Appeal Refused,Application Refused,Hill Of Tillymorgan Greystone Fisherford Rothienorman,Grampian,Scotland,Scotland,,365388,835665,Aberdeenshire Council,APP/2014/2329,PPA-110-2275,,,,,26/6/2014,,27/4/2015,24/7/2015,,29/10/2015,,,,,,,,,57.410026,-2.577754,N,REPD
4320,EN00130,30/8/2017,ESB (Northern Wind Power),Crockdun,Wind Onshore,,,12.5,,,,,2.50,5,,,Operational,Operational,"214 Loughmacrory Road, Crockdun, Sixmilecross, Omagh, Co. Tyrone.",Co. Tyrone,Northern Ireland,Northern Ireland,,73770,531027,Northern Ireland Planning Service,K/2006/0074/F,,,,,,20/1/2006,,,,,,,13/9/2010,,,,13/9/2015,14/7/2016,14/7/2017,54.568829,-7.048519,Y,REPD
4321,EN00146,18/5/2015,Coal Clough Wind Farm,Coal Clough Wind Farm Repowering,Wind Onshore,,,16.0,,,,,2.00,8,,,Operational,Operational,"Coal Clough Wind Farm,The Long Causeway, Burnley ",Lancashire,North West,England,,390207,428154,Burnley Borough Council,APP/2009/0758,,,,,,22/12/2009,,,,,,,21/1/2013,,,,,14/5/2014,1/5/2015,53.749676,-2.149984,Y,REPD
4322,AA234,27/9/2015,Partnerships for Renewables,Saundby Wind Farm,Wind Onshore,,,15.0,,,,,2.50,6,,,Planning Application Withdrawn,Application Withdrawn,Land To The South West Of Dog Island Off Ramper Road Saundby Nottinghamshire,Nottinghamshire,East Midlands,England,,480064,388623,Bassetlaw District Council,14/00645/FUL,,,,,,8/5/2014,24/9/2015,,,,,,,,,,,,,53.388409,-0.797625,N,REPD
4323,AA533,5/9/2014,RWE Npower Renewables,Saxby Wold Wind Farm (Resubmission),Wind Onshore,,,36.0,,,,,2.00,18,,,Appeal Refused,Application Refused,"Land West of Brigg Road, Horkstow,",Humberside,Yorkshire and Humber,England,,501498,417416,North Lincolnshire Council,WF/2011/0734,,,,,,21/6/2011,,8/2/2012,,,1/8/2014,,,,,,,,,53.643440,-0.466145,N,REPD
4324,B1496,5/11/2015,Whirlwind Renewables,Sewstern Lane Wind Farm,Wind Onshore,,,15.0,,,,,3.00,6,110,,Planning Permission Refused,Application Refused,Thacksons Well Farm off Sewstern Lane,Lincolnshire,East Midlands,England,,483316,340875,South Kesteven District Council,S15/0862,,,,,,27/4/2015,,30/10/2015,,,,,,,,,,,,52.958807,-0.761156,N,REPD
4325,A0305,19/12/2017,Tyrone Wind Energy Ltd,Shantavny Scotch,Wind Onshore,,,16.1,,,,,2.00,7,,,Operational,Operational,"Omagh Road, Ballygawley Co. Tyrone ",Co. Tyrone,Northern Ireland,Northern Ireland,BT70 2DL,70407,520962,Northern Ireland Planning Service,M/2007/1407/F,,,,,,29/10/2007,,,,,,,24/2/2012,,,,24/2/2017,1/8/2016,16/3/2017,54.476545,-7.089089,Y,REPD
4326,B0671,1/5/2018,Foresight,Shepham Lane (Resubmission),Wind Onshore,,,7.5,,,,,2.50,3,,,Operational,Operational,"Land off Shepham Lane, North of A27, Polegate",East Sussex,South East,England,BN24 5BT,560023,105784,Wealden District Council,WD/2013/0346/MEA,APP/C1435/A/13/2208526,,,,,18/2/2013,,9/5/2013,18/12/2013,,,7/1/2015,7/1/2015,,,,7/1/2018,16/8/2016,12/1/2017,50.829473,0.270912,Y,REPD
